Location,Name,People_reached,Posts_edited,Upvotes,answer_votes,downvotes,helpful_tags,question_vote,this_month,user_id,votes_cast
Not Available,Forrestman,45,0,,,,0,,,23390532.0,0
Not Available,Crack,29,0,,,,0,,,22468494.0,0
Not Available,Nick,1.3m,0,,,,0,,,798353.0,0
Not Available,Muneeb Ahmad,11,0,,,,0,,,22817422.0,0
Not Available,Chris Snow,4.6m,245,,,,43,,,1033422.0,"4,280"
Not Available,Deepak Sharma,0,0,,,,0,,,22749516.0,0
"Loosduinen, Den Haag, Nederland",Jan,45k,0,,,,0,,,14589598.0,22
Not Available,Mona Coder,871k,1,,,,2,,,2426488.0,446
Pakistan Peshawar,mparo_afridi,90k,2,,,,0,,,4229681.0,23
Not Available,Oriol Telleria,1k,0,,,,0,,,13524502.0,1
Not Available,Om Rastogi,152k,0,,,,1,,,10816027.0,63
Not Available,Peter Müller,401,0,,,,0,,,22515575.0,0
"Paris, France",Curcuma_,116k,1,,,,3,,,1951298.0,111
"Tamil nadu, India",Samsudeen S,2k,0,,,,0,,,19281502.0,0
Not Available,Sinbad lo,29k,0,,,,0,,,5733265.0,72
Not Available,Brian F,2.2m,0,,,,0,,,1663363.0,417
Not Available,David,13k,0,,,,0,,,4926984.0,0
Finland,akauppi,6.5m,42,,,,8,,,14455.0,"2,423"
"Prague, Czech Republic",zappee,2.6m,151,,,,59,,,2169845.0,159
"Rijeka, Croatia",Miljen Mikic,2.8m,16,,,,5,,,1460628.0,"1,015"
"Cumilla, Bangladesh",Kazi Mahbubur Rahman,3k,0,,,,0,,,14572625.0,0
Not Available,zeel,665,0,,,,0,,,13017078.0,1
Not Available,安達順子,63,0,,,,0,,,23402765.0,0
Japan,vishwas-trivedi,85k,0,,,,0,,,6759485.0,36
Not Available,jyohya,274,0,,,,0,,,22532530.0,0
Not Available,Cybernetics,27,0,,,,0,,,20085379.0,0
Not Available,Ashuthosh Patoa,31k,1,,,,0,,,9552636.0,2
Not Available,Gwin,4k,0,,,,0,,,12757768.0,0
Not Available,gangraid,52,0,,,,0,,,23402567.0,0
Not Available,Katlock,108k,0,,,,0,,,4611186.0,134
Not Available,crdy,6k,0,,,,0,,,12414735.0,5
Pakistan,Farhan Khan,312,0,,,,0,,,10293778.0,46
Not Available,madhavi,40,0,,,,0,,,15557301.0,0
"Munich, Bavaria, Germany",olenscki,29k,2,,,,9,,,12684122.0,244
Not Available,Krupip,583k,31,,,,61,,,2036035.0,892
Not Available,Karthika S,53,0,,,,0,,,23402907.0,0
Not Available,prom85,2.4m,3,,,,0,,,1439522.0,311
Not Available,user2231233,10k,0,,,,0,,,2231233.0,1
Not Available,VIJAY NAILWAL,17,0,,,,0,,,23364519.0,0
Not Available,TDJ,13k,0,,,,0,,,12601851.0,3
"Phase 9, Sahibzada Ajit Singh Nagar, Punjab, India",Shashi Kumar,10k,0,,,,0,,,7888180.0,0
Not Available,Boneyt,27k,0,,,,0,,,4303097.0,11
Not Available,zakparks31191,146k,2,,,,8,,,1139482.0,170
"Johannesburg, South Africa",tp45,18k,0,,,,0,,,10094446.0,98
"Kapolei, HI, USA",kneeki,359k,0,,,,0,,,3893519.0,133
Singapore,Armitage2k,224k,2,,,,3,,,2681133.0,92
"Berlin, Germany",brillout,6.8m,10,,,,0,,,270274.0,"3,740"
Not Available,Mark Warburton,81k,5,,,,0,,,6606098.0,133
Not Available,PSAB Plalangan,5k,0,,,,0,,,19410920.0,42
Not Available,Simon Hill,10k,0,,,,0,,,14838319.0,5
Pakistan,Muhammad Omar Farooq,272,0,,,,0,,,6423290.0,0
Not Available,Stephen R Chen,11k,0,,,,0,,,6421653.0,0
Not Available,val,5k,0,,,,0,,,22334632.0,0
Not Available,imazu setsuo,21,0,,,,0,,,23402746.0,0
"Melbourne, Australia",Mick Byrne,1.8m,3,,,,0,,,315386.0,"1,005"
Not Available,scotti8,4k,0,,,,0,,,12308849.0,1
Россия,Nikita Kalinin,2k,0,,,,0,,,15668342.0,1
"Berlin, Deutschland",S-Man,965k,648,,,,76,,,3984221.0,"1,641"
India,Dheeraj,112,0,,,,0,,,11623841.0,0
Greece,Vpant,433k,2,,,,0,,,6002158.0,12
Not Available,Jason,831k,0,,,,0,,,2194137.0,37
Not Available,Pri31,106k,0,,,,0,,,10183474.0,0
Not Available,guest5758,130,0,,,,0,,,20631464.0,0
Not Available,ANU JEXLINE JOSEPH 21CSME,47,0,,,,0,,,21390884.0,0
Not Available,Michael T,491,0,,,,0,,,20583539.0,0
Not Available,user1261774,443k,0,,,,0,,,1261774.0,658
India,Shubh,268,0,,,,0,,,7958370.0,0
"Minneapolis, MN, United States",corbfon,15k,0,,,,0,,,5853595.0,48
Not Available,KWC,13k,0,,,,0,,,12088948.0,0
Philippines,mabc21,60k,0,,,,0,,,723305.0,15
Not Available,Wongton Benjapong,34,0,,,,0,,,23395962.0,0
Almaty,Yerlan Ayapov,25,0,,,,0,,,17232247.0,0
Not Available,Mig64,24,0,,,,0,,,23397437.0,0
Not Available,Aw Man3703,18,0,,,,0,,,14647521.0,0
"Shahjahanpur, Uttar Pradesh, India",Kartoos,35k,8,,,,12,,,7801965.0,748
"Ahmedabad, India",Rajesh Panchal,171k,0,,,,1,,,2002625.0,73
Not Available,simone,189k,4,,,,0,,,676192.0,34
Not Available,AvitanD,6k,0,,,,1,,,10220205.0,9
Not Available,Tucker,1.0m,13,,,,2,,,639868.0,679
Ohio,divided,290k,0,,,,0,,,486518.0,114
Not Available,sweety sai P,0,0,,,,0,,,23401696.0,0
Palma de Mallorca,Patrick,65k,0,,,,0,,,1909965.0,13
Turkey,Ömer Günaydin,27k,0,,,,0,,,3313144.0,21
Not Available,michael lee,149k,0,,,,0,,,7397046.0,1
Not Available,Eeap,18,0,,,,0,,,19736152.0,0
Not Available,Zodey,700,0,,,,0,,,15914993.0,0
Not Available,user2519032,157k,0,,,,0,,,2519032.0,371
Not Available,Albin Daniel,8k,0,,,,0,,,21108086.0,0
"Surat, Gujarat, India",Jay gajjar,8k,2,,,,0,,,13891302.0,18
"Greifswald, Germany",huckfinn,23k,0,,,,0,,,3338646.0,112
Brasil,EnderMega,13k,1,,,,0,,,14684093.0,15
Not Available,KirillC,18,0,,,,0,,,23382005.0,0
Not Available,epikarma,6k,0,,,,0,,,4894941.0,2
Not Available,Vitalij,102k,0,,,,0,,,468988.0,45
Not Available,Alina,0,0,,,,0,,,23402613.0,0
"Lagos state, Nigeria",divad,36k,0,,,,0,,,14448394.0,89
Not Available,servvs,8k,0,,,,0,,,2206146.0,4
Not Available,pro guy,18,0,,,,0,,,23402736.0,0
Not Available,DC2021,274,0,,,,0,,,15432899.0,0
Not Available,user128177,1k,0,,,,0,,,8850019.0,0
the cloud,Clinton,122k,0,,,,0,,,4479783.0,176
Not Available,Alicia M.,1k,0,,,,0,,,10723238.0,13
Not Available,Little Helper,70k,64,,,,0,,,3341241.0,105
Not Available,wexplorer,55,0,,,,0,,,23390761.0,0
Not Available,Legionarul21,29,0,,,,0,,,20878743.0,0
Not Available,Ben Hayward,95k,0,,,,0,,,3501773.0,219
Not Available,fußballball,12k,0,,,,0,,,5810717.0,5
Not Available,Data909,182,0,,,,0,,,3503895.0,0
Not Available,Androi Developer,122k,0,,,,0,,,1412601.0,21
Not Available,Michael,40,0,,,,0,,,23291245.0,0
Not Available,user2146933,146k,0,,,,0,,,2146933.0,7
"New York, NY, USA",The wandering student,2k,0,,,,0,,,11047815.0,3
Not Available,Bhushan,123k,0,,,,0,,,2086650.0,23
Not Available,A. Abramov,187k,27,,,,23,,,4422908.0,835
Korea,Bloxxom,9k,0,,,,0,,,19825352.0,0
Barcelona,ivi333,420,0,,,,0,,,2882214.0,0
Not Available,Irene Pain,0,0,,,,0,,,22144419.0,0
"Gurgaon, Haryana, India",abhishekgautam76,190,0,,,,0,,,3344258.0,0
Not Available,Seokwoo Yang,82,0,,,,0,,,23396137.0,0
Not Available,Samolivercz,31k,0,,,,0,,,4205078.0,19
Not Available,Karim,24k,0,,,,1,,,14686540.0,61
Not Available,Rajesh Kannan,185,0,,,,0,,,20625310.0,0
Not Available,CLAUDIA OTERO,122,0,,,,0,,,23056044.0,0
Germany,grmmgrmm,126k,6,,,,0,,,3437167.0,188
Not Available,Naina,74,0,,,,0,,,23295935.0,0
Not Available,Hbk88,2k,1,,,,0,,,17945129.0,3
Not Available,Genetic,37,0,,,,0,,,18267515.0,0
"México, CDMX, México",Eugenio.Gastelum96,19k,0,,,,0,,,9588300.0,84
Not Available,anol,310k,32,,,,27,,,1173674.0,676
Earth,Ghost,4.0m,559,,,,"2,858",,,14945696.0,"2,267"
Not Available,Lucy,58,0,,,,0,,,23348409.0,0
Not Available,AnR,341k,1,,,,0,,,3103244.0,119
Not Available,Jumple,2k,0,,,,0,,,17680942.0,2
"Ramat Hasharon, Israel",oshribr,128k,0,,,,0,,,1800623.0,243
Not Available,hari,466k,0,,,,0,,,710992.0,10
Not Available,Hossein,15,0,,,,0,,,23401994.0,0
Not Available,Rambal heart remo,62,0,,,,0,,,17960138.0,12
Not Available,diogenes,174k,0,,,,0,,,6312979.0,241
Not Available,buszter,12k,0,,,,0,,,10909285.0,0
Not Available,New2Java,38k,0,,,,0,,,7865867.0,5
Not Available,otrym,4k,0,,,,0,,,5006426.0,0
Not Available,Ishita singh,19,0,,,,0,,,19844528.0,0
Not Available,Quercus,28k,4,,,,25,,,2109769.0,74
Not Available,timanderson,103k,0,,,,0,,,3446199.0,5
Not Available,Andre,640k,1,,,,4,,,6747915.0,311
Not Available,anand selvaraj,876,0,,,,0,,,22045903.0,0
Not Available,Marko Taht,141k,0,,,,0,,,3071712.0,19
"Beirut, Lebanon",Mhmd Backer Shehadi,82k,0,,,,0,,,2316966.0,0
Not Available,Rahul R,16k,0,,,,0,,,1618740.0,1
Not Available,Ankush Saini,15,0,,,,0,,,23402431.0,0
Thailand,Philip,45,0,,,,0,,,11537191.0,0
"NYC, NY, USA",AlDiz,1k,0,,,,0,,,16568852.0,0
Not Available,Inactive Gaming13,1k,0,,,,0,,,20174854.0,0
"Seoul, 대한민국",Jeonghee Lee,516,0,,,,0,,,9600585.0,1
Tunisia,Aminesrine,441k,78,,,,1,,,1226908.0,678
Not Available,vkris,186k,0,,,,0,,,290542.0,122
Not Available,mjayroe01,48,0,,,,0,,,23062295.0,0
Not Available,Bakou99,68,0,,,,0,,,21728097.0,0
"Mumbai, Maharashtra, India",implosivesilence,58k,1,,,,0,,,12964338.0,39
Not Available,FartMachine4U,26k,0,,,,0,,,3217621.0,17
Not Available,Ali Roghani,7k,0,,,,0,,,14404294.0,60
Not Available,Defarine,25k,0,,,,0,,,8127396.0,7
Not Available,user23308614,18,0,,,,0,,,23308614.0,0
Japan,kouroku,73,0,,,,0,,,23312901.0,0
Not Available,malckier,290k,2,,,,1,,,102265.0,458
Not Available,Vishal,6k,0,,,,0,,,9822260.0,4
"London, ON, Canada",Mayube,8k,0,,,,1,,,3033160.0,33
Not Available,Ashish Sujgure,16,0,,,,0,,,23402588.0,0
Not Available,Brave,9k,0,,,,0,,,8504946.0,10
Not Available,Accretence,2k,0,,,,0,,,11288281.0,39
Not Available,wil,128k,0,,,,0,,,902107.0,25
Not Available,Susan Purell,36,0,,,,0,,,23401719.0,0
Not Available,Mizuki,0,0,,,,0,,,23395813.0,0
France,fenswtich,829,0,,,,0,,,11279766.0,2
"Auckland, New Zealand",Null Head,1.3m,5,,,,1,,,315445.0,717
Not Available,Stone Sun,1k,0,,,,0,,,20473917.0,0
Not Available,Some Java Guy,2.8m,3,,,,3,,,387774.0,197
Not Available,Johnathan Stowers,39,0,,,,0,,,23317493.0,0
"Harpenden, UK",charlietlamb,16k,0,,,,0,,,16216113.0,3
Not Available,jersy96,830,0,,,,0,,,22705539.0,0
Not Available,John,0,0,,,,0,,,23388206.0,0
Not Available,Bouaziz Mohamed Cherif,256,0,,,,0,,,14606402.0,0
Not Available,yan ke,6,0,,,,0,,,23290213.0,0
Not Available,Andrew Perkins,35,0,,,,0,,,23399641.0,0
"Potsdam, Germany",Frank Rupprecht,295k,2,,,,5,,,541016.0,273
Not Available,Syahmi,64,0,,,,0,,,23398454.0,0
brazil,StudioWorks,52k,0,,,,1,,,429583.0,173
"Meghalaya, India",GHOST R3V3RB,2k,0,,,,0,,,12237198.0,0
Not Available,Noam Ma-Yafit,25k,0,,,,0,,,590320.0,4
Not Available,Zorpie,6k,0,,,,0,,,5534613.0,0
Not Available,Francesco Galvão,49,0,,,,0,,,23267185.0,0
Not Available,Murali,0,0,,,,0,,,23402396.0,0
Not Available,hohel,43,0,,,,0,,,1871587.0,0
Not Available,Md Parvez Alam,5k,0,,,,0,,,10109094.0,5
Not Available,crazyTechie,682k,0,,,,0,,,205505.0,21
Not Available,thepace,99k,1,,,,0,,,4090903.0,23
Not Available,user321694,24k,0,,,,0,,,7077581.0,0
Not Available,Mohammad Siful Islam Sumon,60k,0,,,,0,,,4159891.0,0
Not Available,JMFcode,187,0,,,,0,,,23225788.0,0
Not Available,Display name,64k,0,,,,0,,,2375999.0,26
Not Available,Smrithi Raj,34,0,,,,0,,,8943412.0,0
"North Carolina, USA",Peady,23k,0,,,,0,,,11689846.0,0
Not Available,Raksha,3k,0,,,,0,,,19231816.0,12
Bengaluru,Abid Fakhrealam,947,0,,,,0,,,9684121.0,0
Not Available,JW2020309,571,0,,,,0,,,14120010.0,1
Hyderabad,Mounika B,99,0,,,,0,,,23401670.0,0
Not Available,Pathik Bhattacharya,53,0,,,,0,,,22726985.0,0
Not Available,Adnan Bayadwala,136,0,,,,0,,,20854273.0,1
Not Available,rochellecanale,24k,0,,,,0,,,1696038.0,9
Not Available,FordPrefect,6k,2,,,,0,,,10576322.0,21
Sweden,VOLVO,25k,0,,,,0,,,3477587.0,244
Not Available,Chethan CV,69k,1,,,,0,,,13139662.0,4
Not Available,Ayaz Khan,6k,0,,,,0,,,11344853.0,17
Not Available,Otmane Bachri,418,0,,,,0,,,21940079.0,3
Not Available,Horror Symphony,5k,0,,,,0,,,12864353.0,0
"Darwin, Australia",Wajeeh Hasan,4k,2,,,,1,,,10596494.0,36
"Sankt-Peterburg, Санкт-Петербург, Россия",Dmitriy Yurov,5k,0,,,,0,,,4968301.0,1
"Budapest, Hungary",vbence,2.4m,208,,,,130,,,638471.0,"2,310"
Singapore,Ashish Mittal,159k,0,,,,1,,,1353146.0,51
Not Available,Qedrix,49k,0,,,,0,,,306381.0,33
Not Available,Lara Development,1k,0,,,,0,,,10722193.0,0
Not Available,Bella,32,0,,,,0,,,23402061.0,0
"Zwaag, The Netherlands",rolandow,114k,1,,,,1,,,552294.0,142
"Bandung, Bandung City, West Java, Indonesia",SomeRandomCode,4k,0,,,,0,,,15564766.0,2
"Mendrisio, Switzerland",Bobino,1k,0,,,,0,,,2960586.0,0
Not Available,Ayush Patel,112,0,,,,0,,,22327439.0,0
Not Available,Alex,5.5m,139,,,,15,,,288568.0,"1,914"
Not Available,papa,7,0,,,,0,,,23401840.0,0
world wide,AdamJones,208k,2,,,,2,,,1022861.0,785
Not Available,Manreet Kaur,26,0,,,,0,,,23402403.0,0
Not Available,Komal Shree,43,0,,,,0,,,23395372.0,0
"Warsaw, Poland",Sebastian Dusza,459k,1,,,,0,,,453042.0,262
Not Available,acarspl,34,0,,,,0,,,23087352.0,0
Not Available,Marwan Tushyeh,226k,0,,,,0,,,1011882.0,40
Not Available,rui sui,390,0,,,,0,,,23402420.0,0
East Coast,TechFanDan,330k,0,,,,0,,,503246.0,"1,193"
Montreal,JSCrackwood,59,0,,,,0,,,23393995.0,0
"Gurugram, Haryana, India",Rishav jha,20,0,,,,0,,,15017329.0,0
Not Available,user3778067,6k,0,,,,0,,,3778067.0,0
Not Available,TerminalKid,354,0,,,,0,,,15035569.0,2
Not Available,janci,22k,0,,,,0,,,16928404.0,16
"London, United Kingdom",jhylands,24k,2,,,,0,,,1320619.0,199
Not Available,quoriUmesh,24,0,,,,0,,,23248155.0,0
Not Available,Sardar Muhammad Raheem Tariq,27,0,,,,0,,,22955662.0,0
Not Available,cornisto,16k,0,,,,0,,,11243722.0,9
Not Available,Proper enwerem,360,0,,,,0,,,16464069.0,0
Not Available,Chris,50k,0,,,,0,,,2307206.0,9
"Bangalore Cantonment Railway Station, Cantonment Railway Quarters, Shivaji Nagar, Bengaluru, Karnata",ASIF KAIF,63k,0,,,,0,,,16398144.0,12
India,Riptide,17k,1,,,,0,,,10083204.0,39
"Malmö, Sweden",Johan,4.6m,9,,,,0,,,398441.0,550
"Montreal, Canada",mhilmi,38k,1,,,,0,,,90046.0,15
Not Available,Pranab Kumar,29,0,,,,0,,,23335732.0,0
Not Available,theuserthatpretendstobesmart,292,0,,,,0,,,22649476.0,1
Not Available,Pad,36k,0,,,,0,,,3938381.0,2
Not Available,Mohsen Mohebi,135,0,,,,0,,,23171338.0,0
Singapore,honeybadger,125k,0,,,,1,,,1418618.0,289
Not Available,systemsfault,2.2m,0,,,,0,,,50676.0,279
Not Available,Shachar,3k,0,,,,0,,,6467781.0,4
Philippines,dotGitignore,63k,9,,,,0,,,5693082.0,67
Not Available,Ali Joghataee,1k,0,,,,0,,,20903742.0,2
Not Available,Max89,315,0,,,,0,,,22768530.0,0
Not Available,sonnn,81,0,,,,0,,,23381199.0,0
Not Available,user23401224,52,0,,,,0,,,23401224.0,0
"Portlaoise, County Laois, Ireland",Spookr,3k,0,,,,0,,,15169284.0,3
Not Available,Eddy Sorngard,13k,0,,,,0,,,12344958.0,33
Not Available,tris,92k,1,,,,1,,,1039407.0,40
Not Available,Dhruv Jaiswal,7,0,,,,0,,,23402304.0,0
Not Available,ThreeCrown,13,0,,,,0,,,23402362.0,0
Not Available,Jourkey,3.1m,0,,,,1,,,118547.0,191
"Chandigarh, India",Ankit Thakur,449k,1,,,,1,,,499351.0,59
Not Available,Aravind Balakrishnan,494,0,,,,0,,,14155375.0,0
Not Available,Anisur Rahman,94,0,,,,0,,,17577319.0,0
Chennai,Shakthi,131k,0,,,,1,,,7703570.0,39
Not Available,rogerwhite,31k,0,,,,1,,,13583000.0,7
Not Available,rajesh,671k,10,,,,91,,,869488.0,959
Not Available,Asadbek Axmadqulov,0,0,,,,0,,,23402368.0,0
Not Available,Pratiksha,535,0,,,,0,,,21992299.0,0
Not Available,Kartik Singla,42,0,,,,0,,,23402378.0,0
Not Available,Shaik Balaji babu,23,0,,,,0,,,23402374.0,0
Not Available,vikx01,28k,0,,,,0,,,1889210.0,11
Not Available,Tabriz Atayi,671k,0,,,,0,,,569632.0,82
Not Available,soumya veeramallu,21,0,,,,0,,,23402005.0,0
"California, USA",Ariel Frischer,163k,0,,,,0,,,1715153.0,128
Not Available,Mayank,211,0,,,,0,,,20070757.0,0
Not Available,csomos eliza,24,0,,,,0,,,23399705.0,0
Not Available,Bertou19,3k,0,,,,0,,,20530690.0,2
Not Available,Clem,0,0,,,,0,,,23402334.0,0
Israel,itaik,21k,0,,,,0,,,10721729.0,34
Not Available,SpaceyBot,34k,0,,,,0,,,9394465.0,29
"Seattle, WA, USA",harperzhu,6k,0,,,,0,,,14238183.0,18
Not Available,Kevin Jang,36,0,,,,0,,,23401185.0,0
Not Available,Ruchit,12,0,,,,0,,,13404874.0,0
"Hyderabad, Telangana, India",Prabhat,690k,3,,,,1,,,10627591.0,307
Not Available,Михаил Васильев,1k,0,,,,0,,,18979015.0,0
Not Available,kudlatiger,1.3m,27,,,,0,,,1407094.0,455
Palestine,Subhi,22k,0,,,,0,,,9050439.0,26
"Kraków, Polska",wmatt,62k,0,,,,0,,,3643452.0,116
Not Available,Cthulhu,9k,0,,,,0,,,18979056.0,0
Not Available,DevOps_DS,10k,0,,,,0,,,9623407.0,2
"Lahore, Pakistan",Dr_Usman,22k,0,,,,0,,,11938729.0,12
Not Available,Sam,122k,0,,,,0,,,3744824.0,18
South Korea,Jay Ahn,36k,0,,,,0,,,7624673.0,17
Not Available,Null Salad,114k,0,,,,0,,,4382391.0,172
Not Available,Lucio,6k,0,,,,0,,,3019918.0,1
Not Available,Jethro R. Lee,455,0,,,,0,,,22355796.0,0
"Salt Lake City, UT, USA",Naga,37k,0,,,,0,,,10998060.0,7
Not Available,HallMark,5k,0,,,,0,,,6644672.0,16
"Paroo, Bihar, India",Dilip kumar romi,8k,1,,,,0,,,2688930.0,0
Not Available,linuxguy2,111,0,,,,0,,,23283312.0,0
Not Available,AlwaysLearning,338k,0,,,,3,,,2725810.0,314
Not Available,TY00,3k,0,,,,0,,,22001172.0,4
Not Available,venom567,27,0,,,,0,,,23398095.0,0
Not Available,Lovitha,2k,0,,,,0,,,16351575.0,0
Not Available,Dan J,5k,0,,,,0,,,14495136.0,0
Not Available,DSW,57,0,,,,0,,,21240982.0,0
Not Available,Dipali Shah,7,0,,,,0,,,21041696.0,0
Not Available,Amir,35,0,,,,0,,,23402127.0,0
Not Available,XiOS,274k,0,,,,0,,,1981121.0,86
Not Available,Sushil,215,0,,,,0,,,19335820.0,0
Not Available,Muhammad Waleed,2k,0,,,,0,,,21862629.0,1
"St. Louis, MO, USA",wynx,33k,0,,,,0,,,5455768.0,20
Not Available,Shawn,29,0,,,,0,,,23402208.0,0
Not Available,Big Cheese,3k,0,,,,0,,,23372628.0,0
"Berkeley, CA",Carpetfizz,1.2m,2,,,,3,,,896112.0,342
Not Available,Chris Martinez,10k,0,,,,0,,,16645104.0,0
"Idaho, USA",208_man,343k,0,,,,0,,,9041811.0,315
"Stockholm, Sweden",Dilantha,274k,3,,,,1,,,825297.0,60
Not Available,Francis Bautista,10k,0,,,,0,,,1483342.0,0
Not Available,Shulz,291k,1,,,,0,,,3362771.0,82
Not Available,Developer Ntpl,28,0,,,,0,,,23402248.0,0
Not Available,laureen85,4k,0,,,,0,,,8632819.0,0
Not Available,Armando Gaytan,17,0,,,,0,,,23401852.0,0
Not Available,Pudara Semini,42,0,,,,0,,,13065964.0,0
Singapore,prashanth manohar,82k,7,,,,0,,,4399016.0,182
Not Available,Praveen Kumar,37,0,,,,0,,,23399921.0,0
Not Available,user23391729,0,0,,,,0,,,23391729.0,0
Paris,Ludogiraud,5k,0,,,,0,,,17101116.0,1
Kansas,Jimmy_barnes,34k,5,,,,0,,,1184279.0,"1,633"
Lithuania,BlameCapitalism,60k,0,,,,0,,,10337382.0,17
Not Available,Kole,26,0,,,,0,,,23373012.0,0
Not Available,Abhilash K,47k,0,,,,0,,,11939414.0,0
Denmark,Jakob Busk Sørensen,361k,23,,,,2,,,2445415.0,521
Not Available,CharismaticDevelop,883,0,,,,0,,,20571677.0,0
"Manila, Metro Manila, Philippines",Paul John Butad,14k,0,,,,0,,,14092528.0,3
Not Available,Mujeeb,1.0m,9,,,,0,,,4008392.0,641
Not Available,Luka Kusulja,6k,0,,,,0,,,3873506.0,0
Not Available,ssuperchieff,37,0,,,,0,,,23401830.0,0
South Africa,Mishra Lallan,0,0,,,,0,,,21945452.0,0
Not Available,tytytytytytytyttyn,76,0,,,,0,,,17918367.0,0
"Melbourne VIC, Australia",Ming Ma,57,0,,,,0,,,5207247.0,0
Not Available,satish,132,0,,,,0,,,3069581.0,0
Not Available,RedDote,49,0,,,,0,,,3673719.0,0
"Pune, Maharashtra, India",fmourtaza,25k,0,,,,0,,,3674148.0,40
Not Available,Kien Chung,14,0,,,,0,,,15235663.0,0
Not Available,KPierce,464,0,,,,0,,,23255346.0,0
Sweden,Per,91k,0,,,,1,,,713458.0,287
Not Available,user1020774,6k,0,,,,0,,,1020774.0,0
Not Available,MfyDev,4k,26,,,,12,,,22217619.0,25
Not Available,Adam,128,0,,,,0,,,16227804.0,0
Not Available,Karim Sliti,93,0,,,,0,,,23382720.0,0
"İstanbul, Türkiye",Erdal SATIK,68k,0,,,,1,,,1949660.0,83
Not Available,Sdns,519,0,,,,0,,,21817846.0,0
Not Available,user23402100,0,0,,,,0,,,23402100.0,0
Not Available,EgamerPlayz,5k,0,,,,0,,,20877780.0,1
"Ebermannsdorf, Deutschland",Michael Hutter,105k,4,,,,3,,,9134997.0,122
Not Available,blurred_8216,7k,0,,,,0,,,10807864.0,0
"London, United Kingdom",kostas.kougios,48k,0,,,,0,,,1536256.0,17
Not Available,Dave Cook,856,0,,,,0,,,8602826.0,10
Not Available,Mick,94,0,,,,0,,,6719323.0,0
Not Available,mdedetrich,52k,0,,,,0,,,1519631.0,28
"Sofia, BG",Top4o,291k,2,,,,16,,,8929068.0,158
Not Available,KohkiKodak,0,0,,,,0,,,18116280.0,0
Not Available,LaGabriella,10k,0,,,,0,,,6292205.0,7
Not Available,galih,149k,0,,,,0,,,2558463.0,10
Singapore,Jana,15k,0,,,,0,,,2317969.0,5
"Chennai, Tamil Nadu, India",SathishKumar,27,0,,,,0,,,12515155.0,0
Not Available,Dhwani Dholakia,5k,0,,,,0,,,4802680.0,12
Not Available,user23401941,0,0,,,,0,,,23401941.0,0
"Tokyo, Japan",mauhiz,86k,3,,,,0,,,578101.0,121
Not Available,Koosha,27k,0,,,,0,,,9525876.0,7
Not Available,DerZauberer,52k,0,,,,0,,,735326.0,2
"Bay Area, CA, USA",Todd O'Bryan,94k,1,,,,0,,,717858.0,21
Not Available,user23322402,61,0,,,,0,,,23322402.0,0
Not Available,Jaververde,27,0,,,,0,,,22851711.0,0
Ahmedabad,Shrey Banugaria,10k,0,,,,0,,,13547304.0,11
Not Available,Mr. V,6k,0,,,,0,,,7519154.0,0
Shanghai,Han.Oliver,348k,0,,,,0,,,2148381.0,44
Not Available,Soon,16,0,,,,0,,,16258114.0,0
Not Available,Michael Nolan,30,0,,,,0,,,20070264.0,1
Not Available,Wazime,540k,0,,,,0,,,2992810.0,97
Not Available,tum3459,406,0,,,,0,,,21590859.0,0
Not Available,rahul desai,3k,0,,,,0,,,11040856.0,60
"Indore, Madhya Pradesh, India",bhoomeendra,26k,0,,,,0,,,7666717.0,48
Not Available,jfwork,662,0,,,,0,,,18750382.0,0
Not Available,Oscar R,14k,1,,,,0,,,19643541.0,58
"Guangzhou, China",Hantsy,1.2m,1,,,,0,,,893898.0,84
Texas,ln9187,62k,0,,,,1,,,964267.0,62
Not Available,James G.,366,0,,,,0,,,20453483.0,0
Not Available,EffDuBois,283,0,,,,0,,,14809637.0,3
"Sykesville, MD, USA",TheDeafOne,19k,6,,,,4,,,10181378.0,124
"Seattle, WA",Geoff Cox,405k,1,,,,1,,,30505.0,99
Not Available,AMIRDHESH S,22,0,,,,0,,,23402051.0,0
USA,Emma,199,0,,,,0,,,7308527.0,0
Not Available,Dov Royal,13k,0,,,,0,,,10479322.0,4
Not Available,user23401968,30,0,,,,0,,,23401968.0,0
Not Available,Vignesh N,115,0,,,,0,,,21911104.0,0
Not Available,Cynosure Sharma,0,0,,,,0,,,23401522.0,0
Not Available,Mohsin Ashraf,0,0,,,,0,,,14744194.0,0
"Paris, France",Pierre de LESPINAY,5.9m,124,,,,0,,,305189.0,"3,962"
Not Available,Silverstock,17,0,,,,0,,,22767491.0,0
Not Available,Advait Bhore,532,0,,,,0,,,7552566.0,0
Not Available,Faizan Abbas,2k,0,,,,0,,,21277707.0,0
"Idaho, USA",Jeshua Lacock,285k,20,,,,3,,,585495.0,234
"Bucharest, Romania",dana,1.4m,0,,,,2,,,342279.0,199
"Delhi, India",jitendra rajput,1.3m,0,,,,0,,,4948923.0,69
Not Available,user1810113,336,0,,,,0,,,1810113.0,0
Not Available,Arkham007,26k,0,,,,0,,,18146156.0,7
Not Available,Urbanleg,1.1m,0,,,,1,,,1103894.0,210
Not Available,VEDA0095,394k,0,,,,0,,,3631048.0,5
Not Available,user965748,340k,0,,,,0,,,965748.0,52
India,s_v,8k,9,,,,0,,,3243125.0,30
"Melbourne, Australia",Deqing,5.9m,32,,,,2,,,558892.0,607
